0,0,100.0
20.454827988310406,21.44418898914412,506.3743566232867
39.374636562479864,43.229842487762724,494.846690079452
56.732572943154985,65.17675059942441,483.40525845666855
72.50168435098244,87.10460342769784,472.09847848165725
86.65501800660878,108.8330910761515,460.98195525899973
99.16562113068073,130.1819036483542,450.11841739498686
110.00654094384485,150.9707312478744,439.5774212563323
119.15082466674784,171.0192639782808,429.4346567791506
126.57151952003625,190.14719194314208,419.7705959053217
132.24167272435673,208.17420524602664,410.6680714694144
136.13433150035596,224.91999399050334,402.2081002820215
138.2225430686805,240.20424828014066,394.462745576773
138.47935464997704,253.84665821850723,387.48280850665344
136.87781346489217,265.6669139091717,381.2763079711558
133.39096673407258,275.4847054557026,375.7714529384619
127.99186167816481,283.1197229616688,370.7610128686197
120.65354551781553,288.39165653063867,365.85440024004015
111.34906547367143,291.12019626618087,360.5148003361983
100.05146876637903,291.1250322718641,354.1918719628043
86.73380261658505,288.2258546512569,346.4102336748123
67.61822244214605,282.34413767450644,334.66408530739903
48.502642267707046,276.462420697756,322.49038744532845
29.38706209326804,270.58070372100553,309.8387483750831
10.271481918829036,264.698986744255,296.64802374975983
-8.844098255609968,258.81726976750457,282.8428008534742
-27.95967843004897,252.93555279075414,10000000.0
-47.07525860448797,247.0538358140037,10000000.0
-66.19083877892697,241.17211883725324,10000000.0
-85.30641895336598,235.29040186050278,10000000.0
-104.42199912780498,229.4086848837523,10000000.0
-123.53757930224398,223.52696790700185,10000000.0
-142.653159476683,217.64525093025136,10000000.0
-161.768739651122,211.7635339535009,10000000.0
-180.884319825561,205.88181697675046,10000000.0
-200,200,0
